id,name,price,vehicle_make,vehicle_model,year_range,brand_id,category_id,subcategory_id,engine_size,oem_part_number,description,product_url,image_url,created_at,updated_at
78,Mercedes-Benz Discovery Brake Fluid,11951.92,Mercedes-Benz,Discovery,2020-2024,9,7,32,3.0L,MER-15224,"High-quality Mercedes-Benz Discovery Brake Fluid for Mercedes-Benz Discovery, suitable for 2015-2020 models.",https://example.com/products/mercedes-benz-discovery-brake-fluid,"https://source.unsplash.com/featured/?car,mercedes-benz,part",2025-11-08T14:11:24.885467,2025-11-08T14:11:24.885470
79,Nissan Demio Truck,71486.94,Nissan,Demio,2015-2020,1,10,45,2.4L,NIS-12719,"High-quality Nissan Demio Truck for Nissan Demio, suitable for 2005-2010 models.",https://example.com/products/nissan-demio-truck,"https://source.unsplash.com/featured/?car,nissan,part",2025-11-08T14:11:24.885714,2025-11-08T14:11:24.885717
80,Land Rover Tucson Brake Discs,119641.09,Land Rover,Tucson,2020-2024,9,3,14,1.3L,LAN-67132,"High-quality Land Rover Tucson Brake Discs for Land Rover Tucson, suitable for 2020-2024 models.",https://example.com/products/land-rover-tucson-brake-discs,"https://source.unsplash.com/featured/?car,land-rover,part",2025-11-08T14:11:24.885991,2025-11-08T14:11:24.885994
81,Kia Hilux Oil Filter,41251.93,Kia,Hilux,2015-2020,6,6,29,3.0L,KIA-74942,"High-quality Kia Hilux Oil Filter for Kia Hilux, suitable for 2020-2024 models.",https://example.com/products/kia-hilux-oil-filter,"https://source.unsplash.com/featured/?car,kia,part",2025-11-08T14:11:24.886265,2025-11-08T14:11:24.886268
82,Nissan Sorento Seat Covers,40484.67,Nissan,Sorento,2005-2010,8,9,39,3.0L,NIS-62976,"High-quality Nissan Sorento Seat Covers for Nissan Sorento, suitable for 2020-2024 models.",https://example.com/products/nissan-sorento-seat-covers,"https://source.unsplash.com/featured/?car,nissan,part",2025-11-08T14:11:24.886523,2025-11-08T14:11:24.886526
83,Mercedes-Benz Sorento Brake Fluid,75985.53,Mercedes-Benz,Sorento,2010-2015,4,7,30,1.8L,MER-16764,"High-quality Mercedes-Benz Sorento Brake Fluid for Mercedes-Benz Sorento, suitable for 2010-2015 models.",https://example.com/products/mercedes-benz-sorento-brake-fluid,"https://source.unsplash.com/featured/?car,mercedes-benz,part",2025-11-08T14:11:24.886767,2025-11-08T14:11:24.886770
84,Nissan Corolla ECU Modules,96419.36,Nissan,Corolla,2015-2020,8,5,24,2.4L,NIS-30758,"High-quality Nissan Corolla ECU Modules for Nissan Corolla, suitable for 2005-2010 models.",https://example.com/products/nissan-corolla-ecu-modules,"https://source.unsplash.com/featured/?car,nissan,part",2025-11-08T14:11:24.887072,2025-11-08T14:11:24.887075
85,Mazda Hilux Phone Mounts,113779.64,Mazda,Hilux,2010-2015,2,9,42,2.0L,MAZ-94896,"High-quality Mazda Hilux Phone Mounts for Mazda Hilux, suitable for 2015-2020 models.",https://example.com/products/mazda-hilux-phone-mounts,"https://source.unsplash.com/featured/?car,mazda,part",2025-11-08T14:11:24.887347,2025-11-08T14:11:24.887350
86,Land Rover Discovery Car Mats,56172.41,Land Rover,Discovery,2020-2024,7,9,41,1.5L,LAN-28958,"High-quality Land Rover Discovery Car Mats for Land Rover Discovery, suitable for 2010-2015 models.",https://example.com/products/land-rover-discovery-car-mats,"https://source.unsplash.com/featured/?car,land-rover,part",2025-11-08T14:11:24.887587,2025-11-08T14:11:24.887590
87,Kia C-Class Stabilizer Links,98914.56,Kia,C-Class,2015-2020,7,2,8,4.0L Diesel,KIA-47072,"High-quality Kia C-Class Stabilizer Links for Kia C-Class, suitable for 2020-2024 models.",https://example.com/products/kia-c-class-stabilizer-links,"https://source.unsplash.com/featured/?car,kia,part",2025-11-08T14:11:24.887825,2025-11-08T14:11:24.887828
88,Land Rover Sorento Brake Shoes,67350.3,Land Rover,Sorento,2020-2024,9,3,14,2.0L,LAN-81228,"High-quality Land Rover Sorento Brake Shoes for Land Rover Sorento, suitable for 2015-2020 models.",https://example.com/products/land-rover-sorento-brake-shoes,"https://source.unsplash.com/featured/?car,land-rover,part",2025-11-08T14:11:24.888116,2025-11-08T14:11:24.888120
89,Subaru Demio Drive Shaft,7628.56,Subaru,Demio,2020-2024,10,4,17,2.0L,SUB-71993,"High-quality Subaru Demio Drive Shaft for Subaru Demio, suitable for 2010-2015 models.",https://example.com/products/subaru-demio-drive-shaft,"https://source.unsplash.com/featured/?car,subaru,part",2025-11-08T14:11:24.888409,2025-11-08T14:11:24.888413
90,Mercedes-Benz X5 Tail Lights,104689.79,Mercedes-Benz,X5,2005-2010,3,8,34,2.4L,MER-67711,"High-quality Mercedes-Benz X5 Tail Lights for Mercedes-Benz X5, suitable for 2020-2024 models.",https://example.com/products/mercedes-benz-x5-tail-lights,"https://source.unsplash.com/featured/?car,mercedes-benz,part",2025-11-08T14:11:24.888652,2025-11-08T14:11:24.888655
91,Mitsubishi Hilux Timing Belt,94329.22,Mitsubishi,Hilux,2015-2020,7,1,2,2.4L,MIT-44737,"High-quality Mitsubishi Hilux Timing Belt for Mitsubishi Hilux, suitable for 2020-2024 models.",https://example.com/products/mitsubishi-hilux-timing-belt,"https://source.unsplash.com/featured/?car,mitsubishi,part",2025-11-08T14:11:24.888889,2025-11-08T14:11:24.888892
92,Subaru Sorento Bushings,105005.0,Subaru,Sorento,2005-2010,9,2,8,1.5L,SUB-14705,"High-quality Subaru Sorento Bushings for Subaru Sorento, suitable for 2015-2020 models.",https://example.com/products/subaru-sorento-bushings,"https://source.unsplash.com/featured/?car,subaru,part",2025-11-08T14:11:24.889146,2025-11-08T14:11:24.889150
93,Nissan Hilux Drive Shaft,22047.86,Nissan,Hilux,2005-2010,7,4,16,1.3L,NIS-49251,"High-quality Nissan Hilux Drive Shaft for Nissan Hilux, suitable for 2015-2020 models.",https://example.com/products/nissan-hilux-drive-shaft,"https://source.unsplash.com/featured/?car,nissan,part",2025-11-08T14:11:24.889463,2025-11-08T14:11:24.889467
94,Kia Forester Pistons,31193.2,Kia,Forester,2010-2015,6,1,3,1.5L,KIA-64008,"High-quality Kia Forester Pistons for Kia Forester, suitable for 2010-2015 models.",https://example.com/products/kia-forester-pistons,"https://source.unsplash.com/featured/?car,kia,part",2025-11-08T14:11:24.889711,2025-11-08T14:11:24.889714
95,BMW Demio Bushings,109757.41,BMW,Demio,2010-2015,7,2,10,2.0L,BMW-28758,"High-quality BMW Demio Bushings for BMW Demio, suitable for 2015-2020 models.",https://example.com/products/bmw-demio-bushings,"https://source.unsplash.com/featured/?car,bmw,part",2025-11-08T14:11:24.889946,2025-11-08T14:11:24.889949
96,Land Rover Tucson Grilles,21062.14,Land Rover,Tucson,2015-2020,1,8,36,2.4L,LAN-67898,"High-quality Land Rover Tucson Grilles for Land Rover Tucson, suitable for 2015-2020 models.",https://example.com/products/land-rover-tucson-grilles,"https://source.unsplash.com/featured/?car,land-rover,part",2025-11-08T14:11:24.890198,2025-11-08T14:11:24.890202
97,Hyundai Demio Brake Fluid,102766.92,Hyundai,Demio,2010-2015,8,7,32,2.0L,HYU-23979,"High-quality Hyundai Demio Brake Fluid for Hyundai Demio, suitable for 2015-2020 models.",https://example.com/products/hyundai-demio-brake-fluid,"https://source.unsplash.com/featured/?car,hyundai,part",2025-11-08T14:11:24.890593,2025-11-08T14:11:24.890598
98,Toyota Forester Off-Road,3451.51,Toyota,Forester,2005-2010,5,10,45,2.4L,TOY-99889,"High-quality Toyota Forester Off-Road for Toyota Forester, suitable for 2020-2024 models.",https://example.com/products/toyota-forester-off-road,"https://source.unsplash.com/featured/?car,toyota,part",2025-11-08T14:11:24.890904,2025-11-08T14:11:24.890908
99,Kia Demio Batteries,75454.71,Kia,Demio,2010-2015,10,5,22,3.0L,KIA-98835,"High-quality Kia Demio Batteries for Kia Demio, suitable for 2005-2010 models.",https://example.com/products/kia-demio-batteries,"https://source.unsplash.com/featured/?car,kia,part",2025-11-08T14:11:24.891158,2025-11-08T14:11:24.891161
100,Toyota X5 Oil Pump,88552.27,Toyota,X5,2015-2020,8,1,3,1.8L,TOY-21813,"High-quality Toyota X5 Oil Pump for Toyota X5, suitable for 2020-2024 models.",https://example.com/products/toyota-x5-oil-pump,"https://source.unsplash.com/featured/?car,toyota,part",2025-11-08T14:11:24.891428,2025-11-08T14:11:24.891431
101,Mercedes-Benz Sorento ABS Sensors,61460.88,Mercedes-Benz,Sorento,2010-2015,3,3,12,1.8L,MER-45720,"High-quality Mercedes-Benz Sorento ABS Sensors for Mercedes-Benz Sorento, suitable for 2020-2024 models.",https://example.com/products/mercedes-benz-sorento-abs-sensors,"https://source.unsplash.com/featured/?car,mercedes-benz,part",2025-11-08T14:11:24.891676,2025-11-08T14:11:24.891679
102,Land Rover Hilux Batteries,91112.8,Land Rover,Hilux,2020-2024,2,5,23,4.0L Diesel,LAN-39571,"High-quality Land Rover Hilux Batteries for Land Rover Hilux, suitable for 2015-2020 models.",https://example.com/products/land-rover-hilux-batteries,"https://source.unsplash.com/featured/?car,land-rover,part",2025-11-08T14:11:24.891916,2025-11-08T14:11:24.891919
103,Hyundai C-Class Shock Absorbers,55937.36,Hyundai,C-Class,2015-2020,1,2,9,2.4L,HYU-98188,"High-quality Hyundai C-Class Shock Absorbers for Hyundai C-Class, suitable for 2020-2024 models.",https://example.com/products/hyundai-c-class-shock-absorbers,"https://source.unsplash.com/featured/?car,hyundai,part",2025-11-08T14:11:24.892176,2025-11-08T14:11:24.892180
104,Land Rover Corolla Fuel Filter,110042.57,Land Rover,Corolla,2005-2010,4,6,26,3.0L,LAN-39015,"High-quality Land Rover Corolla Fuel Filter for Land Rover Corolla, suitable for 2020-2024 models.",https://example.com/products/land-rover-corolla-fuel-filter,"https://source.unsplash.com/featured/?car,land-rover,part",2025-11-08T14:11:24.892447,2025-11-08T14:11:24.892450
105,Mitsubishi Corolla Alternators,38262.84,Mitsubishi,Corolla,2005-2010,2,5,24,1.3L,MIT-74569,"High-quality Mitsubishi Corolla Alternators for Mitsubishi Corolla, suitable for 2010-2015 models.",https://example.com/products/mitsubishi-corolla-alternators,"https://source.unsplash.com/featured/?car,mitsubishi,part",2025-11-08T14:11:24.892691,2025-11-08T14:11:24.892694
106,Land Rover Sorento Phone Mounts,71512.49,Land Rover,Sorento,2020-2024,7,9,40,3.0L,LAN-30253,"High-quality Land Rover Sorento Phone Mounts for Land Rover Sorento, suitable for 2005-2010 models.",https://example.com/products/land-rover-sorento-phone-mounts,"https://source.unsplash.com/featured/?car,land-rover,part",2025-11-08T14:11:24.892929,2025-11-08T14:11:24.892932
107,Hyundai Corolla Tail Lights,28029.19,Hyundai,Corolla,2010-2015,7,8,38,4.0L Diesel,HYU-68287,"High-quality Hyundai Corolla Tail Lights for Hyundai Corolla, suitable for 2015-2020 models.",https://example.com/products/hyundai-corolla-tail-lights,"https://source.unsplash.com/featured/?car,hyundai,part",2025-11-08T14:11:24.893165,2025-11-08T14:11:24.893168
108,Kia Corolla Bushings,34916.07,Kia,Corolla,2020-2024,9,2,8,1.3L,KIA-26011,"High-quality Kia Corolla Bushings for Kia Corolla, suitable for 2010-2015 models.",https://example.com/products/kia-corolla-bushings,"https://source.unsplash.com/featured/?car,kia,part",2025-11-08T14:11:24.893431,2025-11-08T14:11:24.893434
109,Kia Demio Performance,94969.93,Kia,Demio,2005-2010,1,10,43,4.0L Diesel,KIA-36896,"High-quality Kia Demio Performance for Kia Demio, suitable for 2010-2015 models.",https://example.com/products/kia-demio-performance,"https://source.unsplash.com/featured/?car,kia,part",2025-11-08T14:11:24.893690,2025-11-08T14:11:24.893693
110,Kia Pajero Truck,2833.18,Kia,Pajero,2010-2015,4,10,44,2.4L,KIA-28964,"High-quality Kia Pajero Truck for Kia Pajero, suitable for 2015-2020 models.",https://example.com/products/kia-pajero-truck,"https://source.unsplash.com/featured/?car,kia,part",2025-11-08T14:11:24.893955,2025-11-08T14:11:24.893958
111,Mitsubishi Corolla Brake Shoes,95323.2,Mitsubishi,Corolla,2015-2020,1,3,11,1.3L,MIT-41186,"High-quality Mitsubishi Corolla Brake Shoes for Mitsubishi Corolla, suitable for 2010-2015 models.",https://example.com/products/mitsubishi-corolla-brake-shoes,"https://source.unsplash.com/featured/?car,mitsubishi,part",2025-11-08T14:11:24.894214,2025-11-08T14:11:24.894217
112,Subaru C-Class Alternators,90115.67,Subaru,C-Class,2020-2024,3,5,21,4.0L Diesel,SUB-72422,"High-quality Subaru C-Class Alternators for Subaru C-Class, suitable for 2015-2020 models.",https://example.com/products/subaru-c-class-alternators,"https://source.unsplash.com/featured/?car,subaru,part",2025-11-08T14:11:24.894473,2025-11-08T14:11:24.894477
113,Mercedes-Benz Demio Wiper Blades,87951.05,Mercedes-Benz,Demio,2015-2020,8,9,39,2.0L,MER-96363,"High-quality Mercedes-Benz Demio Wiper Blades for Mercedes-Benz Demio, suitable for 2005-2010 models.",https://example.com/products/mercedes-benz-demio-wiper-blades,"https://source.unsplash.com/featured/?car,mercedes-benz,part",2025-11-08T14:11:24.894725,2025-11-08T14:11:24.894728
114,Subaru Hilux Timing Belt,86207.15,Subaru,Hilux,2005-2010,7,1,4,1.3L,SUB-68138,"High-quality Subaru Hilux Timing Belt for Subaru Hilux, suitable for 2015-2020 models.",https://example.com/products/subaru-hilux-timing-belt,"https://source.unsplash.com/featured/?car,subaru,part",2025-11-08T14:11:24.894988,2025-11-08T14:11:24.894991
115,Mitsubishi Tucson Truck,76886.52,Mitsubishi,Tucson,2015-2020,2,10,44,2.0L,MIT-81874,"High-quality Mitsubishi Tucson Truck for Mitsubishi Tucson, suitable for 2015-2020 models.",https://example.com/products/mitsubishi-tucson-truck,"https://source.unsplash.com/featured/?car,mitsubishi,part",2025-11-08T14:11:24.895229,2025-11-08T14:11:24.895232
116,Subaru Hilux Bumpers,102703.15,Subaru,Hilux,2010-2015,10,8,38,2.0L,SUB-95316,"High-quality Subaru Hilux Bumpers for Subaru Hilux, suitable for 2020-2024 models.",https://example.com/products/subaru-hilux-bumpers,"https://source.unsplash.com/featured/?car,subaru,part",2025-11-08T14:11:24.895465,2025-11-08T14:11:24.895468
117,Land Rover Forester Drive Shaft,88229.47,Land Rover,Forester,2020-2024,6,4,19,1.8L,LAN-50966,"High-quality Land Rover Forester Drive Shaft for Land Rover Forester, suitable for 2015-2020 models.",https://example.com/products/land-rover-forester-drive-shaft,"https://source.unsplash.com/featured/?car,land-rover,part",2025-11-08T14:11:24.895759,2025-11-08T14:11:24.895763
118,Nissan Hilux Air Filter,13454.54,Nissan,Hilux,2015-2020,8,6,27,4.0L Diesel,NIS-22656,"High-quality Nissan Hilux Air Filter for Nissan Hilux, suitable for 2010-2015 models.",https://example.com/products/nissan-hilux-air-filter,"https://source.unsplash.com/featured/?car,nissan,part",2025-11-08T14:11:24.896008,2025-11-08T14:11:24.896011
119,Mercedes-Benz C-Class Seat Covers,81226.56,Mercedes-Benz,C-Class,2015-2020,10,9,39,4.0L Diesel,MER-63845,"High-quality Mercedes-Benz C-Class Seat Covers for Mercedes-Benz C-Class, suitable for 2020-2024 models.",https://example.com/products/mercedes-benz-c-class-seat-covers,"https://source.unsplash.com/featured/?car,mercedes-benz,part",2025-11-08T14:11:24.896245,2025-11-08T14:11:24.896248
120,Hyundai Sorento Spark Plugs,70405.43,Hyundai,Sorento,2010-2015,10,1,3,3.0L,HYU-37884,"High-quality Hyundai Sorento Spark Plugs for Hyundai Sorento, suitable for 2020-2024 models.",https://example.com/products/hyundai-sorento-spark-plugs,"https://source.unsplash.com/featured/?car,hyundai,part",2025-11-08T14:11:24.896481,2025-11-08T14:11:24.896485
121,Mercedes-Benz Sorento CV Joint,92106.16,Mercedes-Benz,Sorento,2010-2015,6,4,16,4.0L Diesel,MER-85248,"High-quality Mercedes-Benz Sorento CV Joint for Mercedes-Benz Sorento, suitable for 2020-2024 models.",https://example.com/products/mercedes-benz-sorento-cv-joint,"https://source.unsplash.com/featured/?car,mercedes-benz,part",2025-11-08T14:11:24.896755,2025-11-08T14:11:24.896760
122,Hyundai Corolla Car Mats,34609.27,Hyundai,Corolla,2015-2020,10,9,39,1.8L,HYU-50499,"High-quality Hyundai Corolla Car Mats for Hyundai Corolla, suitable for 2005-2010 models.",https://example.com/products/hyundai-corolla-car-mats,"https://source.unsplash.com/featured/?car,hyundai,part",2025-11-08T14:11:24.897050,2025-11-08T14:11:24.897054
123,Subaru Hilux Brake Discs,89563.86,Subaru,Hilux,2005-2010,10,3,12,3.0L,SUB-14018,"High-quality Subaru Hilux Brake Discs for Subaru Hilux, suitable for 2010-2015 models.",https://example.com/products/subaru-hilux-brake-discs,"https://source.unsplash.com/featured/?car,subaru,part",2025-11-08T14:11:24.897296,2025-11-08T14:11:24.897299
124,Kia Pajero Transmission Fluid,39117.39,Kia,Pajero,2005-2010,8,7,33,1.3L,KIA-52517,"High-quality Kia Pajero Transmission Fluid for Kia Pajero, suitable for 2010-2015 models.",https://example.com/products/kia-pajero-transmission-fluid,"https://source.unsplash.com/featured/?car,kia,part",2025-11-08T14:11:24.897543,2025-11-08T14:11:24.897548
125,Nissan Tucson Brake Calipers,80277.8,Nissan,Tucson,2020-2024,1,3,15,2.0L,NIS-73656,"High-quality Nissan Tucson Brake Calipers for Nissan Tucson, suitable for 2015-2020 models.",https://example.com/products/nissan-tucson-brake-calipers,"https://source.unsplash.com/featured/?car,nissan,part",2025-11-08T14:11:24.897870,2025-11-08T14:11:24.897874
126,Kia Forester CV Joint,35781.46,Kia,Forester,2020-2024,2,4,20,2.4L,KIA-98930,"High-quality Kia Forester CV Joint for Kia Forester, suitable for 2015-2020 models.",https://example.com/products/kia-forester-cv-joint,"https://source.unsplash.com/featured/?car,kia,part",2025-11-08T14:11:24.898182,2025-11-08T14:11:24.898186
127,BMW Corolla Spark Plugs,26519.72,BMW,Corolla,2010-2015,7,1,2,4.0L Diesel,BMW-37686,"High-quality BMW Corolla Spark Plugs for BMW Corolla, suitable for 2015-2020 models.",https://example.com/products/bmw-corolla-spark-plugs,"https://source.unsplash.com/featured/?car,bmw,part",2025-11-08T14:11:24.898438,2025-11-08T14:11:24.898441
128,Toyota Discovery Sensors,23144.14,Toyota,Discovery,2010-2015,2,5,23,2.4L,TOY-59834,"High-quality Toyota Discovery Sensors for Toyota Discovery, suitable for 2015-2020 models.",https://example.com/products/toyota-discovery-sensors,"https://source.unsplash.com/featured/?car,toyota,part",2025-11-08T14:11:24.898694,2025-11-08T14:11:24.898699
129,Subaru Corolla Bushings,110736.59,Subaru,Corolla,2020-2024,1,2,9,2.4L,SUB-51033,"High-quality Subaru Corolla Bushings for Subaru Corolla, suitable for 2020-2024 models.",https://example.com/products/subaru-corolla-bushings,"https://source.unsplash.com/featured/?car,subaru,part",2025-11-08T14:11:24.899006,2025-11-08T14:11:24.899011
130,Subaru Corolla Transmission Fluid,22695.1,Subaru,Corolla,2020-2024,2,7,32,4.0L Diesel,SUB-91018,"High-quality Subaru Corolla Transmission Fluid for Subaru Corolla, suitable for 2015-2020 models.",https://example.com/products/subaru-corolla-transmission-fluid,"https://source.unsplash.com/featured/?car,subaru,part",2025-11-08T14:11:24.899290,2025-11-08T14:11:24.899293
